date,TICKER,PRC,RET,SHROUT,MV_USD,MV_USD_lag
2021-05-28,AMT,255.46001,0.002708,454696.0,116156644.70696,113320931.69
2021-06-30,AMT,270.14001,0.062436,454696.0,122831581.98696,116156644.70696
2021-07-30,AMT,282.79999,0.046864,454696.0,128588024.25304,122831581.98696
2021-08-31,AMT,292.17001,0.033133,455141.0,132978550.52141,128588024.25304
2021-09-30,AMT,265.41,-0.087107,455141.0,120798972.81000002,132978550.52141
2021-10-29,AMT,281.97,0.062394,455414.0,128413085.58,120798972.81000002
2021-11-30,AMT,262.48001,-0.069121,455414.0,119537071.27414,128413085.58
2021-12-31,AMT,292.5,0.119666,455414.0,133208595.0,119537071.27414
2020-01-31,BGFV,3.73,0.243333,21664.0,80806.72,64992.0
2020-02-28,BGFV,2.23,-0.402145,21664.0,48310.72,80806.72
2020-03-31,BGFV,1.07,-0.497758,21837.0,23365.59,48310.72
2020-04-30,BGFV,1.37,0.280374,21664.0,29679.680000000004,23365.59
2020-05-29,BGFV,1.86,0.357664,21830.0,40603.8,29679.680000000004
2020-06-30,BGFV,1.94,0.043011,21901.0,42487.94,40603.8
2020-07-31,BGFV,5.6,1.886598,21901.0,122645.6,42487.94
2020-08-31,BGFV,5.91,0.073214,21901.0,129434.91,122645.6
2020-09-30,BGFV,7.48,0.265651,21905.0,163849.40000000002,129434.91
2020-10-30,BGFV,7.34,-0.018717,21907.0,160797.38,163849.40000000002
2020-11-30,BGFV,9.53,0.311989,21907.0,208773.71,160797.38
2020-12-31,BGFV,10.21,0.071354,21930.0,223905.3,208773.71
2021-01-29,BGFV,13.02,0.27522,21930.0,285528.6,223905.3
2021-02-26,BGFV,13.5,0.036866,21934.0,296109.0,285528.6
2021-03-31,BGFV,15.7,0.174074,21934.0,344363.8,296109.0
2021-04-30,BGFV,18.32,0.166879,22290.0,408352.8,344363.8
2021-05-28,BGFV,30.75,0.742904,22290.0,685417.5,408352.8
2021-05-28,BGFV,30.75,0.742904,22290.0,685417.5,685417.5
2021-06-30,BGFV,25.68,-0.164878,22290.0,572407.2,685417.5
2021-07-30,BGFV,21.92,-0.146417,22420.0,491446.4,572407.2
2021-08-31,BGFV,27.8,0.279653,22420.0,623276.0,491446.4
2021-09-30,BGFV,23.04,-0.171223,22420.0,516556.8,623276.0
2021-10-29,BGFV,24.18,0.049479,22311.0,539479.98,516556.8
2021-11-30,BGFV,23.73,0.033085,22311.0,529440.03,539479.98
2021-11-30,BGFV,23.73,0.033085,22311.0,529440.03,529440.03
2021-12-31,BGFV,19.01,-0.198904,22097.0,420063.97,529440.03
2020-05-29,AYRO,3.05,0.110909,1250.0,3812.5,
2020-06-30,AYRO,2.8,-0.081967,16510.0,46228.0,3812.5
2020-07-31,AYRO,4.3,0.535714,19638.0,84443.4,46228.0
2020-08-31,AYRO,3.43,-0.202326,24283.0,83290.69,84443.4
2020-09-30,AYRO,2.96,-0.137026,24298.0,71922.08,83290.69
2020-10-30,AYRO,2.52,-0.148649,24298.0,61230.96,71922.08
2020-11-30,AYRO,7.39,1.93254,24298.0,179562.22,61230.96
2020-12-31,AYRO,6.08,-0.177267,27089.0,164701.12,179562.22
2021-01-29,AYRO,6.67,0.097039,27089.0,180683.63,164701.12
2021-02-26,AYRO,7.17,0.074963,35098.0,251652.66,180683.63
2021-03-31,AYRO,6.48,-0.096234,35213.0,228180.24,251652.66
2021-04-30,AYRO,5.53,-0.146605,35228.0,194810.84,228180.24
2021-05-28,AYRO,4.89,-0.115732,35228.0,172264.91999999998,194810.84
2021-06-30,AYRO,4.88,-0.002045,36304.0,177163.52,172264.91999999998
2021-07-30,AYRO,4.4,-0.098361,36304.0,159737.6,177163.52
2021-08-31,AYRO,4.13,-0.061364,36389.0,150286.57,159737.6
2021-09-30,AYRO,3.41,-0.174334,36433.0,124236.53,150286.57
2021-10-29,AYRO,2.95,-0.134897,36433.0,107477.35,124236.53
2021-11-30,AYRO,2.26,-0.233898,36867.0,83319.42,107477.35
2021-12-31,AYRO,1.61,-0.287611,36910.0,59425.100000000006,83319.42
2020-01-31,BLDR,24.795,-0.024203,116052.0,2877509.3400000003,2948881.32
2020-02-28,BLDR,22.71,-0.08409,116130.0,2637312.3000000003,2877509.3400000003
2020-03-31,BLDR,12.23,-0.461471,116545.0,1425345.35,2637312.3000000003
2020-04-30,BLDR,18.35,0.500409,116611.0,2139811.85,1425345.35
2020-05-29,BLDR,20.81,0.13406,116611.0,2426674.91,2139811.85
2020-06-30,BLDR,20.7,-0.005286,116701.0,2415710.7,2426674.91
2020-07-31,BLDR,23.69,0.144444,116702.0,2764670.3800000004,2415710.7
2020-08-31,BLDR,30.62,0.292529,116702.0,3573415.24,2764670.3800000004
2020-09-30,BLDR,32.62,0.065317,116803.0,3810113.86,3573415.24
2020-10-30,BLDR,30.3,-0.071122,116809.0,3539312.7,3810113.86
2020-11-30,BLDR,37.41,0.234653,116809.0,4369824.69,3539312.7
2020-12-31,BLDR,40.81,0.090885,116829.0,4767791.49,4369824.69
2021-01-29,BLDR,38.25,-0.06273,116829.0,4468709.25,4767791.49
2021-02-26,BLDR,43.265,0.131111,206432.0,8931280.48,4468709.25
2021-03-31,BLDR,46.37,0.071767,206858.0,9592005.46,8931280.48
2021-04-30,BLDR,48.67,0.049601,206969.0,10073181.23,9592005.46
2021-05-28,BLDR,44.54,-0.084857,207134.0,9225748.36,10073181.23
2021-06-30,BLDR,42.66,-0.042209,207134.0,8836336.44,9225748.36
2021-07-30,BLDR,44.5,0.043132,207200.0,9220400.0,8836336.44
2021-08-31,BLDR,53.29,0.197528,207208.0,11042114.32,9220400.0
2021-09-30,BLDR,51.74,-0.029086,207208.0,10720941.92,11042114.32
