portfolio,frequency,weighting,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,mean_daily_return,n_days,avg_turnover
long,monthly,value,-0.003992924626581851,-0.009378467169890659,0.0841431671045963,-0.07008509379968197,-0.043344733253720076,-2.3401514917174388e-05,107,0.691188361591372
short,monthly,value,-0.03121816486759421,-0.07197373311896971,0.17412083074914336,-0.34064242683112805,-0.1073494048730112,-0.00023536881884222342,107,0.691188361591372
long_short,monthly,value,0.019962658533269506,0.04765228506475472,0.11846234161831326,0.4509092075962705,-0.08366239371151282,0.00021196730392504892,107,0.691188361591372
