portfolio,frequency,weighting,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,mean_daily_return,n_days,avg_turnover
long,weekly,value,0.05378333688279824,0.11233747158516882,0.1297757655997969,0.8847617154817133,-0.0566755145863679,0.0004556374166667818,124,0.7897515233416137
short,weekly,value,-0.10878575846807581,-0.20868252656601716,0.2689371099993382,-0.7297744496095523,-0.21920896185001382,-0.0007788231405926612,124,0.7897515233416137
long_short,weekly,value,0.14949374892492417,0.3272876517013388,0.24069433132655427,1.2924444822397008,-0.061638790783257416,0.0012344605572594419,124,0.7897515233416137
