Ticker,Data_Points,Avg_RET,Avg_RET_Pct,Avg_Score,Correlation,Date_Start,Date_End,RET_StdDev,Score_StdDev,Min_RET,Max_RET,Min_Score,Max_Score
TBI,63,0.007625063,0.7625063492063494,0.376984127,0.007981048,2020-07-06,2021-06-30,0.048539253354264233,0.27973855836174283,-0.047619,0.248916,-0.53,0.76
TFX,89,-0.003893652,-0.389365169,0.3561797752808989,-0.114803707,2020-01-03,2021-06-29,0.024632509955480452,0.2491782203472115,-0.129706,0.045951,-0.46,0.77
TRN,29,0.010454344827586209,1.0454344827586208,0.34931034482758627,-0.355798275,2020-12-15,2021-06-24,0.018806429,0.3044424767913913,-0.045666,0.034051,-0.67,0.76
TSBK,24,0.005056292,0.5056291666666667,0.3529166666666667,-0.002454849,2020-01-28,2021-06-29,0.031035410759295397,0.32022382344455463,-0.041511,0.0905,-0.57,0.77
TSE,45,0.001171267,0.11712666666666667,0.35488888888888886,-0.167994347,2020-01-24,2021-06-22,0.033850847747139215,0.37242218358777024,-0.051973,0.075829,-0.61,0.73
TTGT,35,0.0082742,0.82742,0.37400000000000005,0.069521418,2020-12-17,2021-07-01,0.028885726,0.30450731663188807,-0.046733,0.066487,-0.41,0.77
ULCC,5,0.0035774,0.35774,0.244,0.3639399137721889,2021-04-29,2021-06-18,0.017913188,0.1702351315093333,-0.024079,0.024341,0.09,0.51
VECO,47,0.013115702127659574,1.3115702127659574,0.26170212765957446,0.074818502,2020-01-03,2021-06-30,0.057786815537017984,0.34550730910871996,-0.149425,0.192208,-0.68,0.74
VEL,56,0.012593214285714286,1.2593214285714285,-0.165535714,0.3016848561369306,2020-04-27,2021-07-01,0.082326673,0.433526426,-0.136,0.36612,-0.67,0.79
VMEO,6,-0.025481167,-2.548116667,0.26666666666666666,-0.054213689,2021-05-26,2021-06-23,0.019330645849703693,0.4636234103954056,-0.047386,0.004897,-0.62,0.7
VRNS,63,0.010347126984126985,1.0347126984126984,0.32587301587301587,0.064193541,2020-01-10,2021-06-18,0.037483938,0.2689983506403142,-0.071138,0.109839,-0.43,0.76
VRSN,35,-0.001586629,-0.158662857,0.31,-0.110358518,2020-04-24,2021-06-24,0.011883879597974713,0.3014182163978657,-0.033149,0.021778,-0.43,0.76
WMT,583,0.000535846,0.053584563,0.26823327615780446,0.012537009999329236,2020-03-31,2021-07-01,0.012835539040384219,0.4225009003313829,-0.06481,0.067794,-0.7,0.88
WSR,55,-0.0068662,-0.68662,0.20872727272727273,0.23477660980589454,2020-01-16,2021-07-01,0.038631553,0.2885086464167739,-0.153257,0.071057,-0.57,0.76
XYL,54,0.001474778,0.14747777777777776,0.3853703703703704,0.23927201486967828,2020-04-01,2021-06-24,0.017939965478886738,0.28047609767976944,-0.082297,0.038978,-0.57,0.77
,,,,,-0.049704381,,,,,,,,
