mean_slope,std_slope,t_stat,p_value,significance,sig_level,avg_r_squared,avg_n_obs,n_periods,config
0.0014171535623571658,0.0009577171449212037,3.499636233255358,0.017291158851923075,***,p<0.01,0.0006203793769788968,9642.333333333334,6,monthly
0.001247245259875211,0.0021328317263688426,2.8675955384282603,0.008096520104513606,***,p<0.01,0.001191762717417442,2142.740740740741,27,weekly
