portfolio,frequency,weighting,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,mean_daily_return,n_days,avg_turnover
long,weekly,equal,0.03581487163363706,0.07413101419930701,0.07414656945291813,1.001483624377852,-0.03843659813262267,0.00029466894885274826,124,0.7799381048422238
short,weekly,equal,0.03909597633403061,0.08105703098302763,0.09947202332112692,0.8332424090658954,-0.05932246707088559,0.0003289059855029949,124,0.7799381048422238
long_short,weekly,equal,-0.004804946999823478,-0.009740676876840548,0.048380310818738045,-0.1783314966327291,-0.04146172243167218,-3.4237036650246705e-05,124,0.7799381048422238
